Id,Price
6639,213385.8599506955
6283,195049.79454342564
6257,129646.96217428985
15235,182682.1349450406
902,220047.6813848456
8932,190480.5224504507
16469,359797.2299569251
2825,286130.6185946955
6450,448424.7581813014
11366,175410.2210789972
3801,378466.35796052386
11385,199662.7799787801
1079,195010.4065402164
3202,210945.0171759389
676,227382.2787036258
6185,271016.84249119175
7730,157023.72986761597
2573,183216.6548339662
10978,206939.14475598081
10962,259400.44061982303
8870,190761.49435922026
8496,165454.05213883866
5517,174200.35183857603
927,168759.17071577822
13675,222323.20707446086
1499,212454.99949224404
15536,320078.30476271635
8602,357360.5808704668
12137,419234.68192615826
9865,279215.50169381074
16353,303717.81643290166
15908,218830.45658866357
3944,185979.83444242593
10359,209771.84920561715
15158,234054.96998546642
3259,250735.2167995981
7220,307042.0880409346
13843,208238.91389446467
16736,178349.12533536588
702,275677.460455595
16401,45090.26004034275
12134,187841.40033017515
6918,228458.14461637154
11792,131322.48607482336
3798,100367.96590331673
10395,136266.76758427193
11099,151864.19901550733
7090,204769.6071535229
11260,202858.3978524031
9647,214704.16127020368
2903,380619.67216941837
2071,187091.72238088885
8604,193542.6810162541
9346,198912.94933702945
3945,194889.7548335358
3420,139893.31121269867
10842,124678.33931071807
725,159718.99024580483
13931,200347.7807437063
16330,232325.0119675054
9066,441758.5968375346
3326,281548.5409426943
1556,282922.56144613837
6579,94189.90793271814
13877,134988.46415224677
9857,356436.17018639337
7302,270375.2504290614
5684,200209.90033346042
6513,224355.03791965276
11342,106651.29037911037
16561,203286.5317728744
6885,173514.75495402105
9308,188522.1105371234
2559,185284.6064165095
6648,178050.60898669864
15260,175508.09444098073
5113,188396.68531619996
16492,173353.52541768874
12034,279953.21798007085
7248,218827.04333397734
2171,215793.25318987767
10594,167596.77485548236
13241,200624.5298264444
7032,141148.38364699692
4884,163624.3038560181
903,246402.71525872088
162,171796.84375128875
6566,253577.00997311078
8249,148699.61565229457
13106,169761.76173934308
256,126298.3180058834
7976,168634.5926089774
8575,188115.9920487292
7591,290039.80662818113
3204,225269.35094859902
15804,174801.8791660255
1525,336182.6736910448
9038,207857.95446131332
13628,192028.18301485412
10016,189565.4792660723
10208,217598.16666573772
2008,203083.38034340585
13029,216382.7428022504
5099,131457.73906550984
9923,302981.9746738383
9461,145039.01748606274
11086,167468.89459578437
15057,253358.63778840358
10689,183622.71811903862
2053,220764.05251017777
16630,161848.10074508874
4985,155553.32081115563
13881,247995.88477089282
13225,179369.97728737706
5779,71171.32150377207
10262,186844.50191093728
10762,217436.38695365482
9513,197521.69431163312
11128,162519.0834241684
2074,314605.87518416275
933,194144.77870917562
2780,181960.3228288058
6594,115822.79869065121
15394,267581.75486367027
14863,130660.4883779156
6698,202231.22344094506
1611,271627.7900844122
174,193054.31837969957
5160,175380.39166106415
3295,327603.99319666385
4559,399397.0979278861
8254,167313.1599123827
10228,97717.93886572686
13924,125304.6979811591
15341,240807.81092475756
4353,170648.5659040129
4334,72745.26728516645
1872,152738.82106852814
7823,186927.26028753992
310,159545.90868913193
3704,254389.65556482214
11615,269289.70276856463
6605,203572.20524918815
3381,177700.09386307566
2143,146955.49560569998
3191,267449.1588539098
13980,138234.9771172009
15613,155724.91415201218
10943,366591.27631220536
9654,144959.5771078498
16053,543189.7915083378
14931,229144.9987153083
8299,222154.6854586559
2147,150147.9280991636
11567,385748.73854837334
5905,142608.0595950988
11160,117481.16504564013
8275,149304.5333228202
16398,254476.2588783163
11229,179985.44870825278
10309,164580.49960217974
7340,259061.22435423388
7653,167112.69067541536
272,207715.42828466534
9831,224595.62200356787
5016,129074.40284642659
5968,63663.69346233544
796,230341.27607905684
12123,122976.53247784649
16629,196854.27269922782
2637,173568.04136640046
6194,235804.27516178082
6216,363986.72198177513
14346,189347.835812968
6428,126179.82538879917
2891,226255.18579261107
84,179413.1902197504
9260,222298.08231000986
15250,131110.25070701638
2348,213116.03798631506
10427,289331.29953976825
13230,248341.67076279895
1691,203448.8713749211
8803,126329.40665734232
5464,216455.63102774558
10559,116027.71985324602
16787,308259.9573736317
4278,157117.08856666976
6183,164218.85186037206
12775,142891.6531141627
10104,185510.19198633157
13663,171300.16455164048
9404,266831.3080978185
14724,207614.6827581491
10040,184656.789482792
4646,187539.0369019903
4754,157223.00490944702
3310,218951.87530582384
2003,189983.21273044366
7312,216508.38037869544
10921,225409.92088690796
13419,291598.73152330966
10105,172988.04910678993
2196,434374.3896318783
12659,241829.5184190745
4380,257325.26520010649
10847,142617.6835812047
10805,286640.68058881315
8709,103803.08588563059
8319,194247.79034829643
2215,190192.83336985737
7000,187900.18439474044
7701,97368.4295082998
9678,211692.41517673575
14026,189240.7511393299
7971,156470.18883313314
13734,151136.811753482
16483,212153.46614697212
6150,205594.1659725445
2931,271445.21395813965
5418,179857.71061218766
1662,444511.70042999636
2441,228881.89645852926
669,113502.24292059478
7734,186113.60956323566
6010,299916.72932391474
266,148848.3751975143
632,135113.7452696004
16221,97145.64750698431
11832,163505.64748790968
5035,121053.3693822609
37,116794.17636466677
6168,178632.03905088545
11757,182816.6108329926
8086,116451.98004535967
6529,228490.3458986898
15121,194275.49319343796
13904,152998.15662910382
3711,158263.64155875752
16563,130125.72333902988
14494,177701.47750413942
3006,223877.23893836216
15299,126236.68802012932
92,289145.9243234013
8066,162915.12158476075
16071,204870.23754035353
10662,137154.68513752075
3883,229725.5188086385
5511,131412.53812461684
2821,265964.70612713636
9570,192031.22659172528
4326,244792.85477736453
9251,229956.4393028444
9031,207724.3885382024
12689,126947.8850375949
16380,247352.23130360604
1053,258939.9053092751
4568,183597.16115516896
16140,107978.4567695569
14356,368362.52514788776
8466,188421.02928588656
15652,146575.48994549055
3285,130414.89282392162
3198,167641.83597133894
14088,367642.74937690934
2268,118592.85916964049
15472,184815.17415856503
1203,208421.48564007398
7157,353818.36859182094
6886,224989.2336155622
5083,272447.2664698438
7467,111861.28236592787
14068,211409.13985983987
2080,174436.16848743748
10865,157380.9865220035
13516,180366.107384086
14150,214808.05518639006
7609,133513.74361359776
2144,332827.2523096052
10357,193177.47557386546
2396,233696.41515866757
1526,291628.03418158187
10890,264594.4833620468
8638,485254.80673986184
6050,267235.46348116576
7639,104820.82719566784
10544,207460.67633688054
9577,246050.8257319906
13195,214766.78273784535
3484,225171.33992810888
16668,414560.61499563674
7171,194338.66320221327
8547,202199.85330453838
12735,208971.67289559336
9093,199393.3518321976
15323,270339.0484296183
14897,133117.90864837717
5135,119045.92638629451
5327,228993.33636590707
13133,251117.13505412452
1676,318798.6274349228
16296,278664.4838240445
1095,160360.2263646942
12528,155333.572673221
7348,278249.8085608836
11663,153486.76671226672
1803,198873.64955772282
1510,240598.49748536226
16045,178854.83083809336
2900,143618.900157579
3236,174587.88268677163
1318,221026.92582353926
14948,233670.1872104237
7840,273268.2185553143
15325,179609.11591399845
8700,175268.18225189683
15706,204461.3460059998
14449,152244.74209924927
16117,187063.49810224594
4529,185466.33575323157
11199,200210.2598850022
4052,386773.20747101813
821,216981.86920232853
68,258646.26323366142
554,115703.00605753472
452,190540.46566804464
11394,307001.09332944447
11393,175132.2570141824
9535,150864.25492733467
4024,191882.09278778188
10069,218521.7152092058
12007,154022.75637720665
12368,431691.8479516321
1259,357301.7477259319
1124,298488.06201534334
3707,181740.41332892477
8767,163364.42139790775
1919,169497.11650459832
16741,157013.83625237131
6664,257880.84730755936
5688,389623.54066802544
7799,153635.47743323914
14843,315090.9354415794
7532,169545.99999282823
8133,157538.45534920561
6264,324252.48013573454
4125,161170.50425286306
2410,177932.24558180184
13607,211350.00894760925
1716,289109.57267446304
1370,134581.757239673
2273,390818.24176591117
15298,290566.8946689058
4284,276767.490865638
12303,158731.73992281698
7808,130408.42791370024
2203,142007.5136623139
7237,129759.23845368966
15864,139850.1926144586
2844,136013.9453175101
5729,163275.39796455586
11812,432402.93193912227
1779,144728.89510417584
6442,134286.214453852
6160,225955.489536029
8266,198116.0806900732
9903,157022.81608357266
2867,136941.21316545093
6998,173716.77397725947
13932,168359.77219516947
12587,170821.03223689544
3611,261337.28706292002
2646,307126.46963649755
1890,159487.62964770698
860,271164.76072438003
14187,199806.68572640163
12569,286774.64385884895
1276,102453.75324539487
12025,226343.41246987935
4890,295970.46915453346
14410,319339.1103117907
10352,260808.74201742763
11407,143367.27612829045
10384,180304.28861513865
7622,296236.4520489717
12578,161118.96009402885
15820,166055.91038539817
563,195478.58445423146
15226,164447.3589905403
6396,214387.78746316186
6247,148271.85114261508
3339,161663.2975809353
10975,338481.4818916446
7475,119391.76850879054
11129,218886.7991978948
3051,264839.178689184
10232,234939.95033079287
14106,184038.81471940604
5502,241548.53051653045
4558,73132.51142928124
4181,146347.7498796834
8426,129283.4151066697
6611,165416.3359548251
14641,146696.23337629696
15539,272003.34268711915
13119,131786.65088543456
11716,184414.36309653745
7316,268078.95790700766
7791,112985.33548951024
13034,340691.65355999186
1068,263525.8056646159
4060,170183.38956474033
10172,228645.0239625188
2591,187770.37190010407
12494,337170.1687844929
7828,255786.88376609646
15284,177319.99678474347
7947,175619.9816880541
16335,223793.88480416613
10234,329193.00331961276
2797,252108.99602879636
5341,237719.4642248451
3059,178172.2929972113
1559,75229.30594058018
15320,274815.1547546888
10284,355506.8508971929
4134,200774.5005949008
4481,183264.707998636
7222,159343.1512523283
4062,236885.55762963777
2192,220212.21488686578
9637,193294.27122747985
16236,163962.76802452566
4272,162771.52631310612
9406,270066.5172737676
14309,233699.1106602002
1946,290644.59926605225
16235,227209.7604159865
7146,160052.98713132332
16784,238915.15885152848
349,316634.17290564073
6251,161629.51979335357
5128,348553.97069981834
11718,176044.3810506301
16721,110038.36296953943
12517,226928.36898411953
15961,180404.73952119506
9428,142736.59581158156
14541,150305.5737484548
10168,118418.5939980241
11270,153538.20535869952
13210,202297.98858571562
11518,166653.90925239286
12612,158151.25927557691
16352,123384.91766627737
9935,153107.41575746718
15521,284486.41305178514
11482,191707.08862703576
11443,176146.65020418662
9459,212305.16602577904
9218,162808.37804126617
854,151967.40994057583
5619,141955.86246953232
9208,193687.05595452298
4391,150169.28264940574
15207,161525.12725867835
7183,184009.40786184487
16442,217107.0727403736
7936,77478.3272920636
10606,349536.0865510924
4979,143388.2878846481
4854,305352.16729377955
16476,138465.48930499412
10516,165097.26218067802
16261,293364.3416345576
90,428808.56202120404
5433,167629.50592644425
14338,151507.14653153616
13487,246699.80083290907
8211,479809.3581787498
170,110078.04249392345
14051,104689.05057144556
10686,177871.80393215863
7595,317709.8357508798
6777,343608.59764988715
14661,169813.70664116507
13991,321192.31474642415
16795,171030.74960150808
2740,136953.25025294942
7368,293382.2357414942
2413,247050.9416838207
1852,466245.50757219474
15200,336559.10106078046
8467,334352.8609066127
16379,281536.85989536863
3375,177875.18073752933
5945,457243.75734209863
2641,176988.99096200257
2837,307145.5662612299
3498,213388.67291583153
10876,148213.2237122304
1285,229457.2687981935
9285,239784.68664641288
4015,318944.40010659327
2526,177766.24394156292
7814,217009.87124958538
7117,291146.8892450706
12359,119195.59553777851
3303,273056.096469285
13874,169152.2426483793
5484,172644.9563017311
15067,149905.0431838624
12639,209477.44687191228
3388,243857.7911239451
4256,211344.4978145928
15738,208155.54487735283
14049,178697.07424150157
15780,184270.46684072298
9564,165468.187587865
11910,189242.40627778927
11315,170879.20242883457
1733,163741.01016503028
3910,361663.89096042985
7552,469742.42561776354
254,204237.49847555594
5222,197179.42948829217
8314,228426.83958830065
16743,229604.142335399
10335,99991.06174158977
8226,273350.32257731527
12254,225338.411697143
13152,202029.06487294787
15020,203589.15279349606
16349,241067.73213762126
11924,158414.91010049128
12543,198137.57009953083
14114,253520.90709846222
12318,267967.5200084325
15383,163492.497813436
6679,197696.77916188244
635,173203.8893327242
15993,274992.2395862995
11375,177180.48113444867
11216,177196.80577275425
15401,236855.13815324503
11301,144378.32089837978
13804,275865.0701324983
10839,201530.87170242623
1588,345292.182406792
3596,192304.2293927223
5816,170628.6491495208
8099,143613.75162409677
6551,194027.5659940263
14075,575167.4187318438
13431,192823.48486703518
9481,310065.7187147683
5295,153424.95432718727
15859,381357.7106276783
10634,317544.1222122491
444,241365.07350295706
11686,261378.4275020841
1213,218469.55512519053
13970,103023.01326831842
6849,421696.52339751384
9911,255153.9958679922
5649,144772.57075331933
7184,247732.74231544856
5877,280243.57770717854
1655,216052.18084981502
15301,198578.84411506957
12389,248686.417141242
5241,270055.77476403705
7048,156395.49228463497
10574,141197.42431696976
8593,138153.56078181806
4752,164117.61703033617
14663,177886.01683907202
10994,205944.81440612406
87,57101.53110015365
5132,126214.47170847618
6372,382620.58149948955
7411,305095.4275852903
3319,249229.89625812497
9355,134668.1418129014
5139,293977.1535318585
56,290442.14324729244
3249,182511.12612468854
5047,88891.38718281586
13238,317235.7252933598
2190,255481.7346670415
15599,177402.17001694458
6542,163892.48930557483
1968,174519.6849311061
5630,173664.3550208213
9157,223352.55061812437
789,193523.4770998308
1413,281239.6240960927
12514,291461.2943475268
13459,143721.5360631442
1345,248360.33228175738
4034,201619.1040213211
15169,145002.20634262523
6770,263981.3746693431
3334,162559.60237917944
12998,151684.72642964605
15870,227296.68702353025
1871,155767.61294977524
5770,161250.04217637252
13196,120859.64964195971
7633,214475.0376460694
10699,210739.88265404935
15470,180082.39936398
1903,541895.7033901298
13860,193575.20430629404
7649,192030.57507873472
11043,226141.49004866672
2922,239362.54880833693
7538,410939.7143255924
9477,118974.62258151213
117,561509.9499961066
1457,263826.6232498941
7082,171174.65181685923
3053,257365.9950715029
12522,112903.15013661586
5744,438672.6974664289
13566,336026.9465701721
1464,137587.45637632327
3852,116957.37565883606
9557,226829.48414304416
14719,410173.7944551738
13978,119272.57811134132
3286,154304.87269046943
13019,365193.3992373882
1421,131731.3756733912
13502,177655.08628013037
14811,113686.72858702355
9297,316405.1493917543
7749,492197.87022826454
16555,143644.82061326108
14576,186876.82673386403
12766,156554.59320211207
4679,134528.6478332979
10033,195096.36000938114
11231,229890.2272846815
15112,150984.4816234053
10617,184078.9653126971
2175,162489.019484702
16502,471187.89939066354
10106,183728.35521035318
12561,152947.0070584147
15907,320487.9042777757
8069,120250.56125917763
8316,127230.87406307439
12343,246649.00033487147
12092,143868.5124757845
1527,168812.80437389362
10010,215190.74212271124
655,109248.66406077499
10549,125887.74530895549
3248,115848.07582700335
13499,276273.7299425549
14959,217257.68456127765
6070,158545.0610407582
11360,202355.21681073264
12102,189597.36981776924
11870,295243.3704441614
3713,102527.88075518768
3230,134820.72311788396
7742,208894.0037465941
15092,363253.9429759114
8728,293703.77387899073
3386,152058.441938689
9409,152636.2690729772
16545,263674.1057201177
3127,167716.2739074143
11344,178179.4145202901
2112,195031.37900128975
7310,206910.07623537758
6313,200719.83085549978
3681,387384.25641232595
5114,368071.4885963453
270,153830.39497724976
14350,183253.52953036697
12223,349548.8086840191
1066,175926.27870316294
16116,414634.9799723842
11410,490559.26152929344
4088,158489.38693589027
5956,178383.76046870812
14669,150924.25232462896
13871,129852.18005538321
4126,231897.40441177582
12114,218104.1225351384
16607,167181.4879858495
4266,229844.0078998714
13518,211238.33770301123
11856,342613.907127326
3885,262152.2693777005
8891,164448.76382128877
4964,166923.2960918372
7696,168975.17706138242
6894,116698.13788488455
9766,182630.16751763003
4800,165082.84758069427
2840,199667.05173922115
4743,180819.30361303734
13562,493389.2578854322
8301,201227.54594987904
5405,178891.72849595503
1535,170743.18935234757
9073,126554.42895251239
1698,339778.5395242404
12262,243882.63768037438
6794,176141.52402194255
12701,183692.55847841667
8432,180619.14408795457
13540,138127.04210946258
8629,151436.9958684254
1440,187001.38694009173
8596,209609.29921532224
9575,274159.2028597673
14976,104457.406302916
3149,215092.70102929036
5157,154320.45883836353
10748,168337.60207740162
9719,406608.8533130854
6376,169805.58034035403
9733,164554.10121662042
4749,210721.18780692344
4994,422033.0928870925
538,225655.33071245812
5512,129660.08837080543
9778,144197.02411382186
9761,143307.84789370446
3174,401966.9416139617
13429,192923.14150818496
10467,70150.94725383275
14129,190096.0393649664
13608,206147.0360373271
11106,149406.4577170101
12048,153348.96667678413
1054,349320.306791351
3582,290242.08181590156
1566,153728.95947428604
11529,139869.04344035572
11859,145379.5993983427
10582,148952.9086955334
14907,543714.8494128765
14039,157498.99846259953
10489,161204.45713600554
3331,321367.1035370828
10153,249373.94836729154
5271,153963.10217039174
11871,393341.5925401169
776,128979.36048970399
3994,135837.42605191944
9433,79404.79390885428
14275,132229.4566646846
8030,252892.7060495174
8169,280544.9597565693
8053,189237.92489076155
4822,232978.42028628307
13197,209307.9272182784
13634,311376.10467086115
8951,160500.96168656086
12176,228389.84245029325
15471,136246.40789667136
14962,125988.29520455199
12512,124478.85976958193
8697,363600.05166333437
7095,227125.40672119844
13639,210369.76633333773
16660,150926.03029533033
5848,142113.3700916498
5386,200678.16242281525
10880,293591.21916866186
3954,173411.59278987278
13426,279557.7999790606
5966,220653.09156949667
16315,287904.8090021524
7455,175452.55345307372
11071,214647.32064422886
14740,216641.31927691764
16087,184161.02265387384
8931,228415.8336663809
15289,152656.91039167446
16089,264339.5686305131
12128,188752.48456732242
4724,230657.26658633095
8585,200889.17255370828
7188,233666.11552688453
5423,192581.85723713296
10488,203748.45088874604
5980,224808.0730410386
8376,237470.8748840732
12397,140914.43067216792
16496,137581.02781020125
4891,254133.4507719902
9710,150617.3757082427
6339,173285.4225375523
244,198915.80915239232
5002,241028.3511274345
5358,170806.22609592453
7636,153966.25751710066
9361,308984.4992231142
3601,137447.21462883483
15755,144783.67834926804
172,183414.9068278888
3037,303263.2242199991
577,300009.9760380831
3607,209406.3611606193
2515,117692.55928321555
10413,157379.74219971662
10511,240984.72726564397
4637,350902.6665104177
12736,280550.0717547106
9534,233098.3296806289
11641,194704.3490793843
10419,274975.6587526337
15313,205729.36426431505
14915,181507.90293058686
12409,382710.2156174616
9405,127023.82818301585
14066,212576.8328793455
14108,194662.14703992897
11931,239695.5541337694
11464,328696.5151289501
926,146868.86544607038
11190,217655.59754529913
10260,183524.37194074196
12712,199658.5080449659
1234,208394.20185892863
11608,109972.33152166515
3776,244443.65501330225
4881,199014.79005862935
10266,205174.92270661466
3262,244316.04649713665
3576,374518.48663985915
16604,413470.13430985267
8041,219674.33656974067
10691,242170.05820705247
8357,178012.22923750416
11661,138100.4095146138
4453,253656.9038954929
15936,202384.3751693292
8463,271436.29319986876
15770,239411.4078029596
466,166655.0346235465
14965,88910.63413073246
11227,198597.69006527244
9894,288402.94494913414
11746,186213.64638579692
4118,143241.7249994492
756,340048.46487797174
15589,171968.50806300144
109,371235.0409216219
5778,223668.89813130704
1731,87994.34899919266
3450,150128.2667844129
2961,218242.95589569423
222,158996.55009105333
11454,311717.0398066338
7339,185739.285461468
12096,100947.1403433168
14074,196749.95670663306
4058,340783.23170014785
6603,247766.17194278215
3289,118915.03624138539
16681,250336.50523342346
8200,337343.24080081703
3343,261618.36131924303
7802,168342.84824979608
2082,412479.53804807086
217,242704.04463935594
1720,173061.7343627683
7224,256919.60500574004
6176,143176.21119508403
12571,264320.5768073454
16666,358807.93269953626
8908,204115.12621286834
6914,169229.87062814235
5428,178150.95274998146
381,176315.64606810448
3991,201605.56916901396
16365,284946.0763805391
1046,222499.8287888769
391,150286.66720336504
9212,324624.64607789833
3022,194483.0173107362
9961,111375.07895875585
6764,354814.96434450324
7720,180789.51025361056
4809,195522.02079267218
8877,309314.19239543355
7817,179090.55206309163
10614,115572.38478750704
5553,264721.8509793651
16488,138069.13736513094
11002,157280.42567353696
13592,400863.7949891321
15050,224045.07330419653
13553,277865.38960932946
9041,197962.1254279132
5461,417078.89438752196
16274,400698.88157970796
2138,84617.82044152221
6245,153259.66240823563
8245,199545.73618861288
6491,213046.96070356332
13218,179901.7927701522
13101,111128.52195914307
10462,144665.26883163507
4079,181145.20304802104
1506,455453.55382854777
14107,128238.70409487443
12215,285525.7417375959
11576,375221.92494246305
10567,235762.92776846112
12713,225297.49718129524
1468,489523.6852884281
2549,250915.62213243396
4172,260355.7468881296
12380,246879.72132143585
3513,109140.55898892929
8165,282173.28749182913
1127,215484.82601210542
14601,429311.1921840087
15526,317989.69322622963
986,309003.73975569016
14968,205852.30648490795
9348,204508.98335262193
6317,265552.08770826686
7497,84765.6283488623
5079,298135.93929766305
528,170596.3139378281
10964,156559.23303632523
5812,324357.2711853668
11022,195257.78412620947
16251,131881.7678460861
5863,114084.30879203432
8664,212850.8552901811
5396,208929.44917489565
6917,242642.67650195851
12776,130803.57819210956
473,260239.7985313716
13333,219875.61903047914
13023,153729.4010981501
7357,210736.2800713612
10955,489341.16790963453
11914,349900.08307798766
12535,192319.30775856774
11205,191537.9488180763
13209,198326.18896488854
16119,324616.05319380644
2174,243677.86107492517
4834,206049.8578801507
10151,177877.13492287768
5584,215896.72044484553
6672,222135.84622044687
12858,283160.3157462108
5106,162383.22899203445
8884,179575.46914962088
13766,182359.81946478217
12556,119081.38304007133
12910,215698.08617102265
6258,127780.47441226803
7100,227240.97065187633
1793,188263.57450934022
3335,174738.7283726292
12835,170155.6880112557
10591,155461.60278457578
15707,230015.33271459295
16389,169355.3388043282
7440,351435.58654814604
6293,177312.2485329621
3937,192130.51446831468
16527,186926.7127317322
5102,244735.04756270268
10734,330030.6732473397
7986,155274.29867934476
6495,95508.89766818333
9571,243547.7590273779
5131,184561.8499966443
10761,428393.02246587805
143,412646.1161589166
13829,170847.4851089073
13662,239278.53797058386
1771,142071.98862833012
5448,200048.1915615167
8594,153541.32304407578
12038,304055.8825011519
16471,184859.45517838275
16764,146124.51264496625
1282,173561.04539943373
15101,264923.6587092313
9473,138014.5132940036
2324,403176.6390016614
14448,225918.20779060715
6000,66450.40888519559
2077,136152.36973716458
12960,245412.6215891048
15837,196484.38564679498
8805,238218.54692573642
9987,229769.28065653675
1580,270865.81142012734
11089,129939.99628485141
10926,220688.2756757045
12773,437613.55161109945
6490,293090.9321253501
10858,120613.36102207498
2831,105019.30980333617
16326,144543.2078592416
371,179274.36728136896
8852,195963.5378130718
6713,271756.5547923399
4230,175630.0867203453
3639,217107.0727403736
3642,195489.2210838783
5149,189665.72059649453
2861,201902.98794057447
13300,107967.83787651533
2807,328398.38186256355
5919,111865.20015206924
12716,468839.34337799693
4271,248668.25702289894
16055,253505.34086043568
3747,240643.8108327301
5857,243058.66692034158
6884,333594.99131064647
16027,311560.0524233374
3512,337765.463491124
5181,177410.4481808176
16732,269430.6681252635
1908,174801.44302816183
12082,167936.37662214212
7286,142618.88558648687
8216,142813.73072239597
6929,321818.9315440131
3950,374510.54742009955
12479,178407.33164982605
877,132062.59658856742
1366,189001.7770764605
384,136248.49061479038
5767,226074.69678382654
6910,152038.30542537363
187,202984.90295177756
10164,248944.2863414534
8603,244221.6724233466
15834,163369.4149921942
3078,124568.8452815872
3479,250589.94387333898
6671,234143.79111577143
6078,163189.47110984052
16271,132711.81464631742
16191,154948.22917686088
11544,166690.41203369372
7781,174592.79197474688
14918,313442.87629967625
6238,200637.02814830083
12989,213864.07090636055
11907,227040.82168905713
9696,148928.42427830826
14084,375829.58210460463
3895,153451.21924541646
4367,189312.18977800413
8453,69070.62912536183
7638,342175.16775499756
8373,250470.980241006
4674,178266.9405139572
15787,147570.8031736176
5903,277490.63011545
13679,200722.59056585943
9018,287123.0064967461
15823,247097.52292230274
13289,149239.12761213293
9896,196644.07880540972
14436,180629.93418427953
5547,248501.60894325294
4048,398080.3510078851
16579,206513.28862446506
8550,188265.39647345367
9385,287223.4584557969
5242,154369.19828572965
31,237651.2844960948
6144,292568.1741491003
3990,201892.32657273885
2523,92171.38746349938
12608,252922.90811656805
7234,186147.075237577
15264,200713.45958747793
9623,192565.87995546023
3161,322377.7867143258
7425,108200.04745003136
13021,280631.0953683226
4044,147174.47325681863
15411,248549.2322020841
979,302152.3162780988
5514,244605.38410861444
4817,174705.7221335531
2115,192775.5953323536
10571,285652.1100772083
8992,219177.00051698156
15546,181909.23067507872
11359,113252.39697396955
11972,183735.1030232631
12838,167367.2203429234
5948,125723.6417408235
422,296557.4709366497
4855,165647.83112956956
16197,115983.63055466047
8926,365471.84438514063
5703,190792.06417778376
8848,209368.80592529365
7039,297904.47133716417
3806,163922.13643619974
15154,225374.39285130714
13132,179675.144758633
7438,191514.66634466636
4398,229349.60166176473
2440,177336.2652390907
3751,142690.22184123364
1476,182852.93899463117
2264,298832.7194940646
16444,165880.99124868
10704,162838.18698134227
4033,143145.7872937654
4508,124739.78250703272
16290,241865.6302485668
10387,206398.0149310069
5457,144124.13298941441
4910,279481.5651728366
7451,204417.868016273
10732,166006.8271382761
8015,126578.96794015696
6148,182183.94303220784
5892,248245.84289869835
7825,218673.88140346028
6851,211300.4877317646
6633,209627.79266196323
2139,265998.3433547224
10213,272591.37861513055
2830,228872.13809093402
13907,137609.94117701167
15897,339091.18205095304
8311,186940.5953077993
14230,215797.4832732306
3878,171886.2390160134
13732,182047.93984477356
12110,165782.0376399493
10675,385090.5580053637
12946,123472.14886442263
16754,218668.23106772237
4394,289309.1525599516
16728,170170.29436774697
14378,298939.398743993
9949,170318.71339479616
994,194831.061643184
13258,161517.96553455625
5883,374016.59901278646
6933,323844.04253130255
13193,209367.63324189623
13286,159219.08090093874
13407,391387.67793047236
7512,123155.20280978199
7221,196024.49143629562
14428,131916.57994283937
1740,197023.00714279033
3,146237.55579165928
12952,241068.88813743027
11537,141577.48922853492
2558,138763.3587973752
14081,263373.84883844416
3517,226255.34720585414
7149,209410.39025343506
15777,116383.01370814262
8995,231741.5232944125
826,304801.4276664025
509,311344.7413162853
14875,270966.42056637467
6591,151884.66176482424
11283,112994.9053816857
9897,235008.28430006697
14902,177015.47586453235
14291,169264.23956540637
3162,224097.1837810563
4206,199567.15506942477
11580,200024.54861071613
2007,213451.56695281615
14939,337341.7739974753
13572,200262.5144877724
